Date_Time,Sid,Did,Station_Pair,Is_Holiday,Holiday_Type,OneHourSlot,Month,Year,Weekday,Passenger_Count
07-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,3,0
07-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,3,0
07-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,3,0
07-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,3,0
07-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,3,0
07-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,3,0
07-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,3,0
07-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,3,0
08-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,4,0
08-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,4,0
08-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,4,0
08-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,4,0
08-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,4,0
08-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,4,0
08-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,4,0
08-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,4,0
08-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,4,0
08-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,4,0
08-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,4,0
08-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,4,0
08-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,4,0
08-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,4,0
08-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,4,0
08-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,4,0
08-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,4,0
08-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,4,0
08-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,4,0
08-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,4,0
08-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,4,0
08-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,4,0
08-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,4,0
08-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,4,0
09-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,5,0
09-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,5,0
09-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,5,0
09-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,5,0
09-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,5,0
09-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,5,0
09-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,5,0
09-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,5,0
09-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,5,0
09-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,5,0
09-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,5,0
09-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,5,0
09-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,5,0
09-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,5,0
09-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,5,0
09-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,5,0
09-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,5,0
09-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,5,0
09-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,5,0
09-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,5,0
09-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,5,0
09-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,5,0
09-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,5,0
09-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,5,0
10-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,6,0
10-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,6,0
10-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,6,0
10-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,6,0
10-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,6,0
10-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,6,0
10-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,6,0
10-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,6,0
10-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,6,0
10-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,6,0
10-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,6,0
10-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,6,0
10-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,6,0
10-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,6,0
10-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,6,0
10-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,6,0
10-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,6,0
10-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,6,0
10-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,6,0
10-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,6,0
10-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,6,0
10-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,6,0
10-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,6,0
10-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,6,0
11-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,0,0
11-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,0,0
11-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,0,0
11-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,0,0
11-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,0,0
11-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,0,0
11-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,0,0
11-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,0,0
11-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,0,0
11-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,0,0
11-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,0,0
11-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,0,0
11-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,0,0
11-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,0,0
11-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,0,0
11-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,0,0
11-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,0,0
11-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,0,0
11-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,0,0
11-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,0,0
11-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,0,0
11-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,0,0
11-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,0,0
11-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,0,0
12-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,1,0
12-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,1,0
12-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,1,0
12-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,1,0
12-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,1,0
12-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,1,0
12-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,1,0
12-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,1,0
12-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,1,0
12-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,1,0
12-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,1,0
12-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,1,0
12-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,1,0
12-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,1,0
12-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,1,0
12-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,1,0
12-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,1,0
12-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,1,0
12-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,1,0
12-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,1,0
12-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,1,0
12-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,1,0
12-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,1,0
12-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,1,0
13-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,2,0
13-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,2,0
13-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,2,0
13-06-2018 03:00,8,5,Thane Station West-Civil/Court,0,0,4,6,2018,2,0
13-06-2018 04:00,8,5,Thane Station West-Civil/Court,0,0,5,6,2018,2,0
13-06-2018 05:00,8,5,Thane Station West-Civil/Court,0,0,6,6,2018,2,0
13-06-2018 06:00,8,5,Thane Station West-Civil/Court,0,0,7,6,2018,2,0
13-06-2018 07:00,8,5,Thane Station West-Civil/Court,0,0,8,6,2018,2,0
13-06-2018 08:00,8,5,Thane Station West-Civil/Court,0,0,9,6,2018,2,0
13-06-2018 09:00,8,5,Thane Station West-Civil/Court,0,0,10,6,2018,2,0
13-06-2018 10:00,8,5,Thane Station West-Civil/Court,0,0,11,6,2018,2,0
13-06-2018 11:00,8,5,Thane Station West-Civil/Court,0,0,12,6,2018,2,0
13-06-2018 12:00,8,5,Thane Station West-Civil/Court,0,0,13,6,2018,2,0
13-06-2018 13:00,8,5,Thane Station West-Civil/Court,0,0,14,6,2018,2,0
13-06-2018 14:00,8,5,Thane Station West-Civil/Court,0,0,15,6,2018,2,0
13-06-2018 15:00,8,5,Thane Station West-Civil/Court,0,0,16,6,2018,2,0
13-06-2018 16:00,8,5,Thane Station West-Civil/Court,0,0,17,6,2018,2,0
13-06-2018 17:00,8,5,Thane Station West-Civil/Court,0,0,18,6,2018,2,0
13-06-2018 18:00,8,5,Thane Station West-Civil/Court,0,0,19,6,2018,2,0
13-06-2018 19:00,8,5,Thane Station West-Civil/Court,0,0,20,6,2018,2,0
13-06-2018 20:00,8,5,Thane Station West-Civil/Court,0,0,21,6,2018,2,0
13-06-2018 21:00,8,5,Thane Station West-Civil/Court,0,0,22,6,2018,2,0
13-06-2018 22:00,8,5,Thane Station West-Civil/Court,0,0,23,6,2018,2,0
13-06-2018 23:00,8,5,Thane Station West-Civil/Court,0,0,24,6,2018,2,0
14-06-2018 00:00,8,5,Thane Station West-Civil/Court,0,0,1,6,2018,3,0
14-06-2018 01:00,8,5,Thane Station West-Civil/Court,0,0,2,6,2018,3,0
14-06-2018 02:00,8,5,Thane Station West-Civil/Court,0,0,3,6,2018,3,0
